# Matter power spectrum P(k) at redshift z=0
# for k=1.02176e-05 to 97.6243 h/Mpc,
# number of wavenumbers equal to 222
# k (h/Mpc)  P (Mpc/h)^3:
1.021763e-05 5.2474767881e+01
1.146437e-05 5.8659199438e+01
1.286323e-05 6.5572026854e+01
1.443278e-05 7.3299966219e+01
1.619385e-05 8.1937369513e+01
1.816980e-05 9.1593938878e+01
2.038685e-05 1.0238597974e+02
2.287442e-05 1.1445162931e+02
2.566552e-05 1.2793913165e+02
2.879718e-05 1.4301569906e+02
3.231097e-05 1.5986838609e+02
3.625351e-05 1.7870692562e+02
4.067710e-05 1.9976492859e+02
4.564046e-05 2.2330401137e+02
5.120944e-05 2.4961579495e+02
5.745794e-05 2.7902700887e+02
6.446887e-05 3.1190219977e+02
7.233526e-05 3.4864856456e+02
8.116149e-05 3.8972140423e+02
9.106469e-05 4.3562883199e+02
1.021763e-04 4.8693822253e+02
1.146437e-04 5.4428298940e+02
1.286323e-04 6.0836975947e+02
1.443278e-04 6.7998682538e+02
1.619385e-04 7.6001260931e+02
1.816980e-04 8.4942569446e+02
2.038685e-04 9.4931510393e+02
2.287442e-04 1.0608914473e+03
2.566552e-04 1.1854988163e+03
2.879718e-04 1.3246271217e+03
3.231097e-04 1.4799250160e+03
3.625351e-04 1.6532123454e+03
4.067710e-04 1.8464931744e+03
4.564046e-04 2.0619679352e+03
5.120944e-04 2.3020445007e+03
5.745794e-04 2.5693480798e+03
6.446887e-04 2.8667277466e+03
7.233526e-04 3.1972653384e+03
8.116149e-04 3.5642672524e+03
9.106469e-04 3.9712593983e+03
1.021763e-03 4.4219685456e+03
1.146437e-03 4.9202820871e+03
1.286323e-03 5.4701898425e+03
1.443278e-03 6.0756456402e+03
1.619385e-03 6.7406314630e+03
1.816980e-03 7.4689308898e+03
2.038685e-03 8.2639037500e+03
2.287442e-03 9.1283642036e+03
2.566552e-03 1.0064306171e+04
2.879718e-03 1.1072602405e+04
3.231097e-03 1.2152744653e+04
3.625351e-03 1.3302398230e+04
4.067710e-03 1.4517047575e+04
4.564046e-03 1.5789333485e+04
5.120944e-03 1.7109373206e+04
5.745794e-03 1.8462180021e+04
6.446887e-03 1.9828377961e+04
7.233526e-03 2.1175854207e+04
8.116149e-03 2.2496036940e+04
9.106469e-03 2.3744752223e+04
1.021763e-02 2.4873441118e+04
1.146437e-02 2.5824570068e+04
1.286323e-02 2.6596293081e+04
1.443278e-02 2.7081866477e+04
1.619385e-02 2.7237453538e+04
1.816980e-02 2.7023568064e+04
2.038684e-02 2.6398777157e+04
2.287438e-02 2.5332860569e+04
2.566495e-02 2.3867977794e+04
2.879144e-02 2.2061566116e+04
3.226994e-02 2.0056839731e+04
3.604092e-02 1.8063222512e+04
3.988347e-02 1.6333862756e+04
4.349201e-02 1.5017991490e+04
4.672558e-02 1.4073099610e+04
4.962209e-02 1.3392644665e+04
5.226538e-02 1.2871925984e+04
5.472670e-02 1.2464906773e+04
5.705776e-02 1.2126436828e+04
5.929531e-02 1.1824778840e+04
6.146582e-02 1.1531551071e+04
6.358889e-02 1.1256336833e+04
6.567941e-02 1.0968328662e+04
6.774898e-02 1.0659673157e+04
6.980687e-02 1.0372819230e+04
7.186068e-02 1.0047437220e+04
7.391673e-02 9.7110547630e+03
7.598041e-02 9.3607479213e+03
7.805638e-02 8.9960188733e+03
8.014874e-02 8.6289730689e+03
8.226118e-02 8.2286321686e+03
8.439700e-02 7.8834545827e+03
8.655927e-02 7.5213527639e+03
8.875081e-02 7.1719804108e+03
9.097428e-02 6.8391710728e+03
9.323220e-02 6.5265971684e+03
9.552697e-02 6.2424099272e+03
9.786091e-02 5.9830882005e+03
1.002362e-01 5.7505715101e+03
1.026552e-01 5.5372502305e+03
1.051198e-01 5.3719695994e+03
1.076322e-01 5.2218405115e+03
1.101945e-01 5.0913867748e+03
1.128087e-01 4.9774981719e+03
1.154769e-01 4.8764288410e+03
1.182010e-01 4.7779602029e+03
1.209831e-01 4.6801701477e+03
1.238252e-01 4.5746381572e+03
1.267293e-01 4.4593825753e+03
1.296973e-01 4.3285539672e+03
1.327313e-01 4.1818454850e+03
1.358332e-01 4.0210196418e+03
1.390052e-01 3.8453399131e+03
1.422491e-01 3.6622357833e+03
1.455671e-01 3.4761343633e+03
1.489610e-01 3.2949635179e+03
1.524331e-01 3.1245433246e+03
1.559853e-01 2.9685485997e+03
1.596197e-01 2.8334900327e+03
1.633383e-01 2.7173523124e+03
1.671433e-01 2.6219109907e+03
1.710368e-01 2.5409808029e+03
1.750208e-01 2.4749391889e+03
1.790976e-01 2.4124233404e+03
1.832693e-01 2.3520994129e+03
1.875382e-01 2.2856517093e+03
1.919065e-01 2.2086288264e+03
1.963766e-01 2.1205481838e+03
2.009508e-01 2.0221804219e+03
2.056316e-01 1.9201187155e+03
2.104214e-01 1.8180210133e+03
2.153229e-01 1.7219086428e+03
2.203388e-01 1.6358875067e+03
2.254718e-01 1.5620031915e+03
2.307249e-01 1.5003607012e+03
2.361012e-01 1.4493818960e+03
2.416038e-01 1.4034390695e+03
2.472362e-01 1.3581726119e+03
2.530019e-01 1.3095538478e+03
2.589048e-01 1.2553021166e+03
2.649490e-01 1.1968396911e+03
2.711387e-01 1.1358289514e+03
2.774787e-01 1.0766938460e+03
2.839739e-01 1.0229367257e+03
2.906297e-01 9.7623845209e+02
2.974520e-01 9.3598838129e+02
3.044471e-01 9.0001201870e+02
3.116218e-01 8.6541814089e+02
3.189837e-01 8.2917579747e+02
3.265409e-01 7.9091564194e+02
3.343023e-01 7.5160808505e+02
3.422778e-01 7.1306876417e+02
3.504784e-01 6.7776600570e+02
3.589160e-01 6.4626038435e+02
3.676040e-01 6.1745353792e+02
3.765574e-01 5.9002140406e+02
3.857927e-01 5.6224899159e+02
3.953287e-01 5.3411523879e+02
4.051866e-01 5.0630843380e+02
4.153903e-01 4.7995017059e+02
4.259673e-01 4.5562026717e+02
4.369488e-01 4.3285472268e+02
4.483712e-01 4.1063424332e+02
4.602765e-01 3.8843045539e+02
4.727140e-01 3.6669815869e+02
4.857420e-01 3.4592295271e+02
4.994300e-01 3.2626868431e+02
5.138614e-01 3.0722167873e+02
5.291380e-01 2.8836196164e+02
5.453852e-01 2.7006159299e+02
5.627599e-01 2.5236129474e+02
5.814612e-01 2.3510316903e+02
6.017463e-01 2.1813116511e+02
6.239542e-01 2.0143173468e+02
6.485412e-01 1.8503276965e+02
6.761364e-01 1.6869891132e+02
7.076285e-01 1.5247610957e+02
7.443029e-01 1.3616220893e+02
7.880516e-01 1.1974970076e+02
8.416524e-01 1.0317912206e+02
9.089782e-01 8.6566191795e+01
9.945819e-01 7.0383788524e+01
1.101802e+00 5.5500516832e+01
1.230636e+00 4.2839532062e+01
1.379271e+00 3.2717296848e+01
1.547278e+00 2.4872477149e+01
1.736036e+00 1.8855980328e+01
1.947861e+00 1.4262184687e+01
2.185536e+00 1.0768425879e+01
2.452212e+00 8.1131137600e+00
2.751427e+00 6.1011023326e+00
3.087152e+00 4.5786347897e+00
3.463841e+00 3.4319543278e+00
3.886494e+00 2.5673349402e+00
4.360718e+00 1.9177682754e+00
4.892806e+00 1.4308181131e+00
5.489819e+00 1.0646937539e+00
6.159678e+00 7.9234762463e-01
6.911272e+00 5.8864101786e-01
7.754575e+00 4.3622526380e-01
8.700776e+00 3.2348378138e-01
9.762431e+00 2.3947046120e-01
1.095363e+01 1.7705808217e-01
1.229017e+01 1.3080478604e-01
1.378980e+01 9.6388755474e-02
1.547241e+01 7.1110191723e-02
1.736033e+01 5.2360237382e-02
1.947861e+01 3.8521884590e-02
2.185536e+01 2.8317207030e-02
2.452212e+01 2.0791871576e-02
2.751427e+01 1.5256263237e-02
3.087152e+01 1.1182720277e-02
3.463841e+01 8.1885329707e-03
3.886494e+01 5.9918638556e-03
4.360718e+01 4.3801301395e-03
4.892806e+01 3.1993385415e-03
5.489819e+01 2.3332603840e-03
6.159678e+01 1.7000174417e-03
6.911272e+01 1.2374578760e-03
7.754575e+01 8.9923938142e-04
8.700776e+01 6.5253086164e-04
9.762431e+01 4.7257950189e-04
